,IP.G2111.S Oil and gas extraction  NAICS=211,IP.G2122.S Metal ore mining  NAICS=2122,IP.G2123.S Nonmetallic mineral mining and quarrying  NAICS=2123,IP.G2131.S Support activities for mining  NAICS=213,IP.G311.S Food  NAICS=311,IP.G312.S Beverage and tobacco product  NAICS=312,IP.G313.S Textile mills  NAICS=313,IP.G314.S Textile product mills  NAICS=314,IP.G315.S Apparel  NAICS=315,IP.G316.S Leather and allied product  NAICS=316,IP.G321.S Wood product  NAICS=321,IP.G322.S Paper  NAICS=322,IP.G323.S Printing and related support activities  NAICS=323,IP.G324.S Petroleum and coal products  NAICS=324,IP.G325.S Chemical  NAICS=325,IP.G326.S Plastics and rubber products  NAICS=326,IP.G327.S Nonmetallic mineral product  NAICS=327,IP.G331.S Primary metal  NAICS=331,IP.G332.S Fabricated metal product  NAICS=332,IP.G333.S Machinery  NAICS=333,IP.G334.S Computer and electronic product  NAICS=334,"IP.G335.S Electrical equipment, appliance, and component  NAICS=335",IP.G336.S Transportation equipment  NAICS=336,IP.G337.S Furniture and related product  NAICS=337,IP.G339.S Miscellaneous  NAICS=339,IP.N2121.S Coal mining  NAICS=2121,RIW.G2111.S ,RIW.G2122.S ,RIW.G2123.S ,RIW.G2131.S ,RIW.G311.S ,RIW.G312.S ,RIW.G313.S ,RIW.G314.S ,RIW.G315.S ,RIW.G316.S ,RIW.G321.S ,RIW.G322.S ,RIW.G323.S ,RIW.G324.S ,RIW.G325.S ,RIW.G326.S ,RIW.G327.S ,RIW.G331.S ,RIW.G332.S ,RIW.G333.S ,RIW.G334.S ,RIW.G335.S ,RIW.G336.S ,RIW.G337.S ,RIW.G339.S ,RIW.N2121.S 
12/1/2001,61.45706,100.519184,105.310233,128.560401,90.048783,103.179316,192.252515,188.383354,469.257404,165.882015,111.604525,114.148905,137.780077,82.781563,103.367283,102.967317,114.259956,95.183321,100.744341,88.388877,31.399036,112.421715,77.515922,125.689518,94.397677,151.74032,0.045684,0.002127,0.006741,0.008588,0.085886,0.031126,0.007726,0.005552,0.008999,0.001302,0.014643,0.030947,0.025258,0.017623,0.102713,0.037398,0.022914,0.021952,0.057608,0.051635,0.086873,0.022442,0.108,0.017108,0.030711,0.006754
1/1/2002,60.842468,92.45084,102.946886,127.750534,90.094327,102.102079,196.012957,185.039997,457.609661,163.760225,112.994826,114.881048,137.852472,85.383824,106.390427,103.625652,114.451261,101.564538,100.372537,90.379227,31.118925,112.191504,77.173491,128.85036,95.488448,158.35528,0.043454,0.001954,0.006557,0.008341,0.085426,0.030339,0.007797,0.005479,0.008709,0.001284,0.014749,0.031001,0.025077,0.017278,0.105754,0.037498,0.022866,0.023432,0.057126,0.052511,0.085061,0.022547,0.107856,0.017453,0.030948,0.007004
2/1/2002,60.682736,94.947365,102.094119,125.864126,89.913857,101.991361,198.15238,185.340203,446.781882,159.940428,112.326691,115.114264,137.436891,86.841002,104.931693,104.749475,115.213162,101.356468,100.647198,89.927601,31.49637,111.631724,76.973447,132.923825,96.453916,156.180571,0.041935,0.002019,0.006517,0.008092,0.085375,0.030073,0.007904,0.005497,0.008531,0.001261,0.014693,0.031142,0.024989,0.016812,0.104999,0.038035,0.023098,0.023554,0.057425,0.052367,0.085796,0.022473,0.108471,0.018046,0.031367,0.006914
3/1/2002,60.146251,98.602738,102.477938,122.875269,90.489634,102.985069,202.509149,189.029075,441.975391,155.184946,114.999673,114.58147,138.848684,86.832494,105.232102,106.724143,114.86346,103.525598,101.745707,90.753721,31.603999,113.113991,77.482245,136.14664,97.577245,147.169095,0.039852,0.002094,0.006507,0.007718,0.08541,0.029906,0.00804,0.005575,0.008405,0.001222,0.014963,0.030851,0.025047,0.015923,0.105229,0.0386,0.022941,0.024065,0.057769,0.052588,0.08511,0.022644,0.109291,0.018389,0.031607,0.006473
4/1/2002,60.473319,99.186808,104.362629,121.371098,90.605019,97.612837,204.835608,191.484989,431.309694,154.021546,114.829493,117.641016,139.121014,87.120725,104.831585,107.002784,115.325184,103.796915,101.958788,92.455733,31.704763,112.793953,78.703794,136.778964,98.419875,144.260112,0.038446,0.002108,0.00661,0.007462,0.085238,0.027986,0.008117,0.00563,0.008192,0.001214,0.014902,0.031607,0.024964,0.015122,0.105043,0.038654,0.02301,0.024194,0.057763,0.053424,0.084592,0.022514,0.111427,0.01843,0.031839,0.00632
5/1/2002,60.941371,97.264743,105.479065,123.796579,90.496532,96.849005,206.37853,191.216166,435.635198,151.418145,114.636093,118.952332,139.290021,86.842091,107.178588,107.697811,114.505804,105.185426,102.965856,93.591058,31.743012,112.973496,78.629923,135.820724,99.744652,146.728205,0.037146,0.00207,0.006668,0.007453,0.084901,0.02744,0.008168,0.005609,0.008269,0.001196,0.014846,0.031909,0.024877,0.014251,0.107669,0.038881,0.02283,0.024603,0.058242,0.053972,0.083933,0.022499,0.111788,0.018268,0.032247,0.006407
6/1/2002,60.772435,102.244276,105.981629,125.57604,90.778455,98.318738,207.359487,194.640149,445.204294,148.696283,116.124386,118.716183,139.663807,86.429116,109.30642,108.789912,115.890409,106.407422,103.90212,94.783319,32.081538,112.475973,79.47998,136.973379,101.412187,143.363203,0.036232,0.002173,0.00666,0.007404,0.084571,0.027466,0.008156,0.005673,0.008407,0.00117,0.01494,0.031614,0.024714,0.013626,0.109416,0.039026,0.022956,0.024755,0.058352,0.054247,0.083577,0.022226,0.112725,0.018292,0.032601,0.006214
7/1/2002,60.921214,99.965,102.174341,124.985653,89.778021,96.705812,208.455992,186.896003,444.288881,147.623823,114.738387,119.595804,138.990214,86.417764,108.946951,109.108589,115.436573,103.783823,103.54871,94.929065,32.084021,111.134419,80.834367,136.956573,101.497631,139.982651,0.037825,0.002143,0.006438,0.007346,0.083736,0.026979,0.008202,0.005459,0.008407,0.001166,0.014771,0.031775,0.024547,0.013878,0.109118,0.039078,0.022822,0.023963,0.058035,0.054182,0.082707,0.021902,0.114724,0.018265,0.032652,0.006072
8/1/2002,60.634805,99.502883,105.249583,126.044039,89.92412,98.541358,206.366296,189.404743,443.750496,140.564859,115.226878,120.285372,139.141454,85.835998,107.628327,109.101406,115.433362,107.391382,103.941514,96.416989,32.4567,110.629481,80.065789,134.515883,101.323141,144.555663,0.040215,0.002153,0.006655,0.00743,0.084015,0.027536,0.008119,0.00555,0.008415,0.001113,0.014845,0.031847,0.024529,0.014415,0.107688,0.038965,0.022748,0.024487,0.058078,0.05482,0.082645,0.021723,0.113483,0.017903,0.032606,0.006279
9/1/2002,58.274759,102.127007,106.182153,126.765082,89.936757,98.501777,207.742355,188.828931,450.60081,142.066008,114.64968,120.970646,138.40051,85.80132,107.775283,109.03155,117.075499,105.413232,104.24625,97.099083,32.487726,109.61257,79.820129,135.467528,102.483642,147.561231,0.041038,0.002227,0.006724,0.007479,0.084002,0.027517,0.008156,0.00554,0.008547,0.001127,0.014753,0.031857,0.024307,0.014999,0.107519,0.038759,0.022952,0.023689,0.057963,0.054893,0.081517,0.021405,0.112776,0.017959,0.032925,0.006407
10/1/2002,57.179905,101.737978,103.166632,126.318191,90.933166,95.630303,206.694116,187.722654,435.79549,145.33602,114.732995,120.509976,137.800908,84.495406,107.071139,108.95398,116.374584,105.21245,104.059983,97.249217,32.431588,110.230791,79.054098,134.274493,103.139516,144.561371,0.042755,0.002243,0.006567,0.007487,0.08522,0.026806,0.008127,0.005535,0.008299,0.001158,0.0148,0.031682,0.024202,0.015398,0.106902,0.038695,0.022782,0.023388,0.057794,0.054869,0.080439,0.02149,0.111737,0.017798,0.033207,0.006296
11/1/2002,59.595391,98.291493,101.983814,125.995662,91.104453,91.223721,209.327959,188.777629,450.331692,144.916911,113.391925,121.047096,136.767279,87.584911,107.837669,108.542013,115.844945,106.484367,103.701132,97.515592,32.721685,110.712652,80.906146,134.80578,103.780629,145.606748,0.046771,0.002174,0.006472,0.007441,0.08497,0.025457,0.008177,0.00555,0.008541,0.001151,0.014545,0.031515,0.023827,0.016479,0.106882,0.038203,0.022463,0.023218,0.057069,0.054467,0.079544,0.021376,0.113479,0.017722,0.033215,0.00631
12/1/2002,59.872683,100.526985,100.300083,128.489869,91.2033,91.847915,206.8027,190.230994,439.015251,144.607265,112.672253,119.344833,135.651791,87.957452,107.333793,108.335954,115.105026,101.605496,103.961679,95.146708,32.949143,111.364939,78.854237,136.267337,103.768826,147.611046,0.049731,0.002256,0.006415,0.007645,0.085597,0.025801,0.008115,0.005639,0.008385,0.001157,0.014531,0.031109,0.023702,0.017256,0.106776,0.038208,0.022354,0.021976,0.057318,0.053195,0.079337,0.021532,0.110987,0.017964,0.033381,0.006436
1/1/2003,60.017499,97.99442,103.730436,130.063182,90.813933,98.481438,202.249779,183.238888,432.391656,147.53662,113.469937,119.126192,134.859991,86.270471,108.85678,108.524019,115.420358,104.945154,103.95882,95.012398,33.351728,109.709006,81.339035,133.854829,103.703555,142.956211,0.051854,0.002199,0.006597,0.00769,0.084599,0.027456,0.007863,0.005401,0.008203,0.001174,0.01451,0.030667,0.023313,0.017368,0.107208,0.037831,0.022144,0.022198,0.056646,0.05245,0.078439,0.020955,0.113308,0.017456,0.033075,0.006186
2/1/2003,60.296094,99.967228,99.437249,132.297015,91.017713,101.2597,206.134377,184.230553,429.215487,147.568436,113.586352,116.582048,134.92819,85.770208,109.235482,108.56802,115.115797,102.795684,103.026927,96.165405,34.114363,110.353536,79.343457,131.340278,103.329822,141.506785,0.054377,0.002258,0.006331,0.007826,0.084744,0.028212,0.007995,0.005436,0.008144,0.001175,0.014503,0.029851,0.023238,0.017804,0.107255,0.037674,0.021973,0.021424,0.055874,0.052783,0.078915,0.02097,0.110194,0.017062,0.032904,0.006119
3/1/2003,59.923097,96.806034,100.584949,135.519452,91.662598,104.062452,202.607923,187.721724,427.315742,149.609394,112.047786,118.345191,135.620173,86.810628,108.932871,108.528197,116.271882,98.486547,102.602596,96.047257,34.378667,109.508903,79.33751,130.047679,103.565413,142.165231,0.056558,0.002209,0.006436,0.008053,0.085639,0.029087,0.007871,0.005568,0.008142,0.001197,0.014341,0.030256,0.023363,0.018642,0.107055,0.037635,0.022166,0.020304,0.055597,0.052616,0.078471,0.020785,0.110291,0.016895,0.033056,0.006167
4/1/2003,59.566675,91.75661,101.427707,136.485863,91.899328,103.033751,201.5621,187.910996,421.833878,148.929548,112.330058,115.904735,132.496733,84.11234,108.98513,106.870661,114.904811,99.444724,101.473687,93.59487,34.612837,108.261078,78.582238,127.440903,103.208408,144.746674,0.058985,0.002123,0.006548,0.008177,0.086484,0.029001,0.007872,0.005623,0.008102,0.001202,0.014464,0.029695,0.022914,0.018752,0.107613,0.037171,0.021959,0.020334,0.055143,0.051365,0.078171,0.020601,0.109748,0.016618,0.033144,0.006322
5/1/2003,58.606198,92.171476,104.569772,137.796885,90.941056,104.090735,198.104013,183.441727,427.582892,147.442746,111.983191,116.065479,132.629152,85.064837,107.319114,107.504371,117.392627,98.904898,102.134047,93.755311,35.397036,109.237391,78.144185,129.445458,103.255411,147.5059,0.06041,0.00215,0.006769,0.008273,0.085683,0.029324,0.007732,0.005505,0.008228,0.001194,0.014419,0.029621,0.022889,0.019546,0.105823,0.037277,0.022353,0.019943,0.055322,0.051231,0.078574,0.020714,0.10897,0.01684,0.03316,0.006449
6/1/2003,58.805797,96.18585,102.599998,140.34859,91.44281,102.025165,197.679655,182.145592,415.934602,144.097622,113.148878,115.576874,133.084702,82.685716,108.650682,106.730119,117.38633,102.815224,101.863653,93.142537,36.114923,109.394966,78.686395,132.121738,104.279469,143.72499,0.062445,0.002276,0.00665,0.00843,0.086163,0.028706,0.007687,0.005464,0.007996,0.001165,0.014599,0.029355,0.022886,0.019437,0.106945,0.03684,0.022265,0.020618,0.054995,0.050639,0.078774,0.020654,0.109288,0.017123,0.033425,0.006294
7/1/2003,58.384242,93.763938,105.378094,140.820995,90.731937,104.967739,186.220131,184.152692,405.502869,147.107036,114.307086,115.149035,132.220872,82.773087,108.819491,106.488538,116.355919,100.011417,101.343387,92.141914,37.132755,107.020083,80.847132,133.765793,104.416315,142.604288,0.062591,0.002275,0.006811,0.008426,0.085237,0.029326,0.007162,0.005477,0.007731,0.001176,0.014837,0.02903,0.022569,0.019612,0.106752,0.036441,0.021956,0.02032,0.054488,0.049715,0.079612,0.020069,0.111115,0.017203,0.03324,0.00626
8/1/2003,59.291678,97.158635,106.802746,140.862839,90.924191,102.056732,184.593337,182.464763,399.762333,143.958437,113.566368,114.486972,131.287767,83.924083,108.540979,107.45943,117.453534,100.073808,100.442671,92.664034,37.957082,108.489468,78.224584,133.514065,102.88129,143.088454,0.064093,0.002458,0.006934,0.008456,0.085811,0.028492,0.007059,0.005407,0.007601,0.001143,0.014999,0.028878,0.022407,0.02007,0.107039,0.036723,0.022242,0.020962,0.05426,0.050024,0.0808,0.02037,0.107033,0.017163,0.032746,0.006359
9/1/2003,59.681455,96.0625,108.327437,141.584116,91.384221,103.161027,187.61472,181.017735,393.131267,143.225116,114.104569,114.593387,131.518597,85.044931,109.023444,107.428407,116.558155,98.83637,100.759015,92.652738,38.702325,107.796753,81.181821,134.496148,103.04399,143.194044,0.064476,0.002505,0.007003,0.008452,0.085879,0.028529,0.007072,0.005298,0.00739,0.001119,0.015194,0.028667,0.022248,0.020341,0.107138,0.036341,0.021956,0.021138,0.054205,0.049611,0.081101,0.020087,0.10961,0.01713,0.032505,0.006384
10/1/2003,59.466913,94.278826,108.993291,142.975988,90.976642,102.130595,186.806482,186.406177,395.641478,143.150333,115.770302,113.209982,132.026028,85.536337,108.555457,107.982799,116.930758,103.886703,101.150774,91.232406,39.542506,108.237985,80.390097,134.486536,103.050899,143.698501,0.064531,0.002542,0.007052,0.008532,0.085577,0.028121,0.006977,0.005417,0.00739,0.001107,0.015614,0.028236,0.022252,0.020564,0.106863,0.036348,0.022024,0.022801,0.05447,0.048704,0.081991,0.020121,0.107681,0.017059,0.032384,0.006459
11/1/2003,58.981001,93.781828,110.979856,143.761839,90.103363,104.311837,188.383204,191.513043,391.984633,144.933265,118.693382,114.417139,131.674193,86.007976,109.484748,108.574518,117.675938,106.965395,101.247517,94.277337,40.166788,108.582788,80.912748,137.958076,104.334054,141.483965,0.063927,0.002596,0.007147,0.008529,0.084366,0.028442,0.006933,0.005494,0.007236,0.001102,0.016126,0.028294,0.021989,0.020665,0.10736,0.036164,0.022042,0.023934,0.054273,0.049908,0.081948,0.020027,0.106932,0.017332,0.032483,0.006376
12/1/2003,58.869031,86.423606,112.441797,144.550708,90.58521,102.184399,186.273896,188.973604,381.047635,148.937962,116.124124,114.733226,130.98998,87.733014,109.689605,107.610452,116.968659,111.119386,101.021645,93.831062,40.544303,108.689572,80.426789,136.55311,102.805262,145.173514,0.06413,0.002473,0.007252,0.008578,0.084956,0.027765,0.006798,0.005385,0.006995,0.001121,0.015986,0.028306,0.02181,0.021197,0.107818,0.03569,0.021924,0.025523,0.054242,0.049573,0.081894,0.020013,0.105508,0.017098,0.031909,0.0066
1/1/2004,59.212934,94.790739,109.949618,147.189093,90.361131,99.980868,184.175605,201.136055,368.860939,148.345639,116.372831,114.410921,131.530201,86.321775,110.004705,107.797812,117.221431,104.53243,101.400941,94.24532,41.200695,107.978101,80.449388,135.417847,103.130537,146.75214,0.064753,0.002794,0.007094,0.008729,0.084785,0.027044,0.006658,0.005686,0.006726,0.001105,0.016208,0.028131,0.021812,0.020947,0.108263,0.035561,0.02196,0.024576,0.054472,0.049641,0.0823,0.019826,0.104641,0.01688,0.031879,0.006722
2/1/2004,58.571402,92.53889,109.313057,145.107851,90.472774,103.631239,179.177063,193.828558,372.816867,151.029276,116.700612,114.693767,131.728695,87.023075,110.434258,108.430681,117.139471,107.411081,101.69923,96.397238,41.78924,108.758634,81.110203,134.515441,102.893416,146.13092,0.064012,0.002792,0.007025,0.008561,0.08455,0.027784,0.006389,0.005415,0.006723,0.001107,0.016361,0.027984,0.021664,0.021114,0.108337,0.035426,0.021838,0.025701,0.054415,0.050416,0.082183,0.019827,0.104182,0.016622,0.031538,0.006712
3/1/2004,58.459647,95.634009,111.847059,148.078659,90.077342,101.580118,179.90821,185.742063,369.12117,152.067953,115.868761,114.13363,131.725823,88.53272,110.975492,108.565539,119.606965,109.487717,100.660725,96.132511,42.167746,108.951114,80.594595,134.90164,102.562026,145.637333,0.064484,0.002978,0.00723,0.008778,0.084678,0.027263,0.006391,0.005179,0.006648,0.001109,0.016512,0.027909,0.021697,0.02169,0.109597,0.035477,0.02241,0.026919,0.054178,0.050429,0.082424,0.019917,0.10324,0.016689,0.031483,0.006775
4/1/2004,58.376061,92.303252,109.845592,147.232874,90.620212,104.902044,176.572511,194.73674,364.666815,153.611138,117.139506,116.319591,131.317578,88.337456,111.40871,108.68878,119.319462,108.584772,101.075965,96.19177,42.288474,110.128863,80.104082,135.888132,103.025755,147.894961,0.064478,0.002944,0.007087,0.008702,0.085019,0.027964,0.006199,0.005377,0.006508,0.001105,0.016832,0.028282,0.021493,0.02168,0.109895,0.035246,0.022292,0.027199,0.054294,0.050222,0.081486,0.02003,0.101533,0.016699,0.031424,0.006913
5/1/2004,57.929029,99.379226,110.216026,147.626563,91.401215,107.585813,177.410688,201.075268,359.210707,148.60183,117.41638,117.452049,132.872348,88.926079,112.019808,110.156928,119.330287,110.524307,101.951806,97.275922,42.827405,110.13615,79.400108,138.70176,103.839118,144.45954,0.063868,0.003235,0.007075,0.008671,0.085306,0.028397,0.006137,0.00548,0.006331,0.001051,0.016955,0.028306,0.021542,0.021794,0.110024,0.035338,0.022161,0.028102,0.054482,0.0504,0.081066,0.019868,0.099265,0.016878,0.031373,0.006762
6/1/2004,57.566888,95.125417,112.507842,147.129881,90.490449,103.455079,179.674604,194.420334,350.42696,147.793225,115.396635,117.051773,133.875233,89.474551,111.432393,109.68677,118.267586,110.536057,101.794392,97.521057,43.030186,110.352556,77.419966,136.536073,102.669194,151.344505,0.064869,0.0032,0.007293,0.008806,0.08512,0.027457,0.006231,0.005323,0.00619,0.001043,0.016889,0.028347,0.02181,0.022637,0.110569,0.035322,0.022133,0.028738,0.054833,0.050825,0.081171,0.020016,0.096869,0.016693,0.031169,0.007204
7/1/2004,58.800041,96.015565,113.750136,149.485835,91.236973,103.334861,181.433529,202.509454,336.531922,143.65949,117.219366,118.493044,134.115473,90.944146,112.660432,109.341645,119.594695,115.112345,102.031839,99.559434,43.501672,110.497117,77.556091,137.001848,103.227637,150.800863,0.067907,0.003273,0.007328,0.009163,0.084835,0.027178,0.006244,0.005518,0.005862,0.000997,0.016905,0.028324,0.021592,0.024252,0.111115,0.034785,0.022159,0.02971,0.054353,0.051234,0.080479,0.019795,0.095535,0.016561,0.030966,0.007196
8/1/2004,57.911591,100.808773,116.105119,150.36924,91.461755,105.138579,183.35715,195.625942,339.375152,141.153109,117.51964,117.51402,134.246507,91.721463,113.861955,109.166784,120.88046,112.432443,102.558334,98.045674,43.85163,111.151803,79.115966,136.718914,103.254384,149.074249,0.069517,0.003506,0.007483,0.009586,0.084442,0.027595,0.006318,0.005352,0.005866,0.000969,0.016696,0.02787,0.021485,0.026304,0.112301,0.034522,0.022294,0.02878,0.05428,0.050068,0.08004,0.019769,0.096508,0.01644,0.030787,0.00718
9/1/2004,56.099646,95.549321,108.761194,151.685473,91.592559,104.409509,183.847096,192.747484,341.256664,144.549419,115.237532,117.426357,133.152245,89.623451,114.534695,108.476878,121.94697,113.722399,102.415527,98.64147,44.427672,111.625313,78.914112,136.388506,102.483538,149.015943,0.069834,0.00338,0.007011,0.010033,0.083968,0.027345,0.006343,0.005293,0.005853,0.000982,0.016132,0.027634,0.021184,0.027448,0.112954,0.034101,0.022387,0.02887,0.053855,0.049993,0.079978,0.019711,0.095317,0.016316,0.030374,0.007241
10/1/2004,56.475773,98.993285,116.543423,152.828493,91.441239,105.042872,182.622857,203.194692,339.738378,149.927567,118.853584,117.755942,133.292662,92.572233,116.153618,109.874534,121.779095,114.420376,103.395389,99.380777,44.783627,111.831517,80.465902,137.067842,104.084748,148.815149,0.07222,0.003538,0.007458,0.01039,0.082613,0.027246,0.006261,0.005561,0.005739,0.001,0.01627,0.02729,0.020922,0.029899,0.113676,0.034077,0.022084,0.028595,0.053614,0.049612,0.078889,0.019458,0.095498,0.016191,0.030434,0.007239
11/1/2004,57.893607,104.837833,117.324926,153.600067,91.440715,105.788166,182.374767,195.592085,339.527845,151.690916,118.581171,117.516686,134.451203,93.419245,116.424706,108.669373,121.322519,114.601617,103.470641,99.37255,44.733863,113.227021,79.766009,137.335962,104.899898,149.348446,0.076398,0.00381,0.0075,0.01078,0.081925,0.027346,0.006252,0.005364,0.005684,0.001,0.015973,0.026991,0.020953,0.031885,0.113776,0.033463,0.021871,0.028372,0.053242,0.049178,0.077568,0.019535,0.093599,0.01612,0.030452,0.007317
12/1/2004,58.03703,101.475376,112.152063,155.978511,91.624371,105.576093,184.756206,194.089875,340.30803,150.957266,118.282781,116.718457,135.156205,94.973289,118.01775,109.653411,124.566415,112.840843,104.064011,98.337394,45.583152,113.263462,81.197448,139.457053,106.121185,150.37286,0.07851,0.003728,0.007124,0.011227,0.080973,0.027056,0.006298,0.005306,0.005617,0.000978,0.015593,0.026427,0.020801,0.03396,0.114561,0.033348,0.022206,0.02753,0.052856,0.047993,0.077369,0.019274,0.093696,0.016179,0.030423,0.007379
1/1/2005,57.901918,101.20199,115.379279,156.555772,92.991135,108.696942,185.906496,201.373145,338.859839,148.437901,123.270398,118.673833,135.836574,93.419723,116.949992,110.201396,123.705211,111.843389,104.9073,101.227138,46.192031,113.634879,80.885239,142.315185,106.940579,147.217065,0.080492,0.003774,0.007314,0.011584,0.081432,0.027736,0.006331,0.005511,0.005539,0.000949,0.015976,0.026607,0.020738,0.035007,0.113245,0.033249,0.021907,0.027013,0.052834,0.048933,0.07707,0.019158,0.092197,0.016393,0.030413,0.007265
2/1/2005,58.45079,105.18199,117.470356,157.625763,93.675225,105.230021,185.186314,201.216842,339.312551,149.220954,120.651085,118.709481,134.420967,95.773807,118.706986,109.659616,123.961349,111.54785,105.013361,101.545436,46.984544,112.969382,84.069164,142.867528,107.331608,153.370501,0.08304,0.003969,0.007406,0.011923,0.081011,0.026643,0.006278,0.005493,0.005475,0.000939,0.015323,0.026269,0.02029,0.037315,0.114261,0.032714,0.021733,0.026584,0.052266,0.048453,0.076797,0.018807,0.094349,0.016284,0.03018,0.007582
3/1/2005,58.570161,104.662504,112.922933,157.827077,92.785409,104.860564,184.939455,201.683554,340.019068,150.028398,120.212397,119.015319,133.009832,94.495462,118.944026,109.031047,122.382354,110.934602,104.640905,101.455886,47.323961,111.848523,82.358559,141.713806,107.87558,150.261186,0.085694,0.004022,0.00714,0.012298,0.079901,0.026565,0.006293,0.005536,0.00546,0.000937,0.015084,0.026209,0.020015,0.038531,0.114762,0.03243,0.02142,0.026304,0.0519,0.048188,0.076388,0.01854,0.091761,0.016117,0.03024,0.007503
4/1/2005,58.302809,108.249382,117.938096,160.275535,92.806762,105.488155,181.475618,197.858776,342.763332,153.661929,120.571541,117.296711,133.035821,95.879897,119.36811,109.185247,123.595597,108.132036,105.494455,102.667411,48.090464,111.108272,82.744206,141.564138,108.684906,151.446514,0.087504,0.004229,0.007455,0.012814,0.079312,0.026649,0.00618,0.005443,0.005459,0.000949,0.014892,0.02562,0.019891,0.040712,0.115063,0.032272,0.021526,0.025425,0.051971,0.048372,0.076395,0.018276,0.091215,0.016011,0.030274,0.007613
5/1/2005,57.845433,102.982207,116.324623,159.796133,93.806239,108.008332,185.542939,196.265015,331.942281,154.223931,120.92221,115.454856,133.318858,93.654377,119.889232,108.49599,124.374212,105.922779,106.217484,103.971547,48.380797,111.673496,83.037289,141.064688,108.985921,146.986051,0.089053,0.004088,0.007358,0.013107,0.079641,0.027237,0.00633,0.005415,0.00525,0.000943,0.014716,0.025038,0.019827,0.04136,0.115563,0.0319,0.021577,0.024718,0.052031,0.048647,0.07572,0.018247,0.090663,0.015883,0.030197,0.007444
6/1/2005,57.595638,103.273096,114.4215,161.673526,94.181705,110.725305,187.20728,194.148754,333.424813,157.638528,121.201528,115.593839,132.893687,95.665909,119.323517,108.584713,124.775901,103.104112,106.466159,104.269889,48.499725,111.76178,83.422043,141.647882,109.439779,152.377887,0.089932,0.004161,0.007233,0.013629,0.07921,0.027762,0.006373,0.00535,0.005228,0.000954,0.014525,0.02488,0.019622,0.043294,0.114526,0.031693,0.021545,0.023887,0.051757,0.048367,0.074598,0.018117,0.090045,0.015835,0.030094,0.007747
7/1/2005,56.945758,105.674993,116.714968,164.362716,94.155417,111.95434,187.319391,198.353878,337.037651,162.832354,122.088331,114.471247,133.91282,93.427165,119.762645,108.236013,123.962131,102.188633,106.938921,102.842078,49.132085,111.460444,80.784402,141.421683,110.032531,152.953837,0.089451,0.004359,0.007459,0.014519,0.079119,0.028075,0.006402,0.005487,0.005298,0.000987,0.0146,0.024793,0.01984,0.042724,0.115102,0.031676,0.021583,0.023851,0.052131,0.04782,0.074958,0.018138,0.087132,0.015836,0.030324,0.007865
8/1/2005,56.556308,106.135611,115.017597,166.406981,94.106346,112.91171,185.879609,199.105236,340.286089,164.203007,121.798428,114.273468,132.467297,92.45202,117.660471,109.714187,124.070691,106.146958,107.39507,101.905167,49.934706,112.612572,84.179924,139.583629,112.1465,150.973397,0.088063,0.004459,0.007398,0.015374,0.078526,0.028112,0.006331,0.005486,0.005338,0.000995,0.014484,0.024826,0.019598,0.041973,0.112372,0.032031,0.021698,0.024886,0.052238,0.047281,0.075149,0.018317,0.09027,0.015566,0.030811,0.007798
9/1/2005,48.80758,104.397233,115.917643,167.405006,94.124932,108.83128,184.6346,200.6053,340.859359,168.638718,126.416167,114.12135,133.010346,87.18515,110.472937,111.58615,125.600122,108.058357,108.10987,103.32264,50.856443,113.542837,81.159576,142.687577,112.26897,152.549958,0.077006,0.004572,0.007676,0.016503,0.07979,0.02752,0.006411,0.005632,0.00546,0.001045,0.015295,0.02544,0.020103,0.040194,0.107236,0.033251,0.022574,0.026032,0.053682,0.048937,0.077247,0.018885,0.088592,0.016214,0.031458,0.008097
10/1/2005,50.610125,106.920991,110.98734,168.34218,94.177035,112.766603,185.944066,196.295896,333.499695,169.553137,132.611862,116.754356,131.593428,85.841149,111.486278,111.645646,127.329452,108.32948,109.429154,106.527708,51.756953,113.937044,85.441283,142.774893,113.405453,150.62564,0.078414,0.004707,0.00733,0.017119,0.078572,0.028056,0.006378,0.00544,0.005285,0.001041,0.015812,0.025871,0.019684,0.038932,0.106563,0.032894,0.022785,0.025978,0.053737,0.049918,0.076866,0.018772,0.091909,0.016014,0.031396,0.007958
11/1/2005,53.581465,100.076039,116.157839,168.8508,94.211853,112.465166,183.630443,195.489582,339.809602,173.53973,134.261705,114.844831,130.96351,91.670598,115.164532,112.541756,130.229656,111.094864,109.548186,106.431781,52.368536,113.669592,84.477914,141.720965,113.460545,153.07717,0.081635,0.004444,0.00766,0.017702,0.077456,0.027566,0.006228,0.005355,0.005334,0.001057,0.015799,0.025327,0.019413,0.040949,0.108549,0.032827,0.02323,0.026546,0.053272,0.049381,0.076139,0.018578,0.089665,0.01571,0.031075,0.00806
12/1/2005,54.24078,102.928544,120.666331,170.098539,95.136007,114.588816,178.339106,193.984572,336.337186,177.439872,134.191822,115.147711,130.147451,91.816757,116.546761,113.554177,128.121206,111.050964,109.252549,107.323674,52.618132,112.231872,82.960544,141.249786,113.126171,148.976549,0.081749,0.004635,0.007993,0.018466,0.077531,0.027833,0.006017,0.005283,0.005262,0.001078,0.015673,0.025424,0.019232,0.040637,0.108974,0.032984,0.022915,0.026589,0.052924,0.049592,0.075311,0.018302,0.087415,0.015566,0.030833,0.007863
